TYPE	Proliferation	Invasion	Metastasis	Migration	DNA_Repair	Apoptosis	Nodes	Node1	Node2	mutant1	mutant2	gene1	gene2
DOUBLE	0.0804922399999999	0.0279229899999995	0.0996359	0.1405884	0.00199999999999999	-0.11780505	CHK1_2_ko__TSC1_2_ko	CHK1_2_ko	TSC1_2_ko	KO	KO	CHK1_2	TSC1_2
DOUBLE	-0.0806381699999998	0.22041486	0.1394466	0.170992099999999	-0.0036	0.1367521	CHK1_2_ko__TSC1_2_oe	CHK1_2_ko	TSC1_2_oe	KO	OE	CHK1_2	TSC1_2
DOUBLE	-0.869557900000001	-0.9486347	-2.0098	-4.0166	0.000399999999999998	-0.3984564	CHK1_2_ko__TWIST1_ko	CHK1_2_ko	TWIST1_ko	KO	KO	CHK1_2	TWIST1
DOUBLE	-0.02209474	0.16181569	0.209625200000001	0.3365597	0.0062	0.0331880000000002	CHK1_2_ko__TWIST1_oe	CHK1_2_ko	TWIST1_oe	KO	OE	CHK1_2	TWIST1
DOUBLE	0.12289243	0.0288444000000005	0.1777938	0.1327013	-0.001	-0.086031	CHK1_2_ko__VEGF_ko	CHK1_2_ko	VEGF_ko	KO	KO	CHK1_2	VEGF
DOUBLE	0.0260796000000001	0.0936647800000001	0.1993752	0.223449799999999	-0.0086	-0.11945805	CHK1_2_ko__VEGF_oe	CHK1_2_ko	VEGF_oe	KO	OE	CHK1_2	VEGF
DOUBLE	-2.500345711	0.501338989	0.12046339	-0.0836946410000006	0.0124	0.0276286000000001	CHK1_2_ko__VHL_ko	CHK1_2_ko	VHL_ko	KO	KO	CHK1_2	VHL
DOUBLE	2.5359596	-0.11313765	0.1529663	0.42157558	-0.0216	-0.0265789599999999	CHK1_2_ko__VHL_oe	CHK1_2_ko	VHL_oe	KO	OE	CHK1_2	VHL
DOUBLE	-0.000423300000000459	0.0569588999999997	0.1964239	0.358712	-0.005	-0.2511145	CHK1_2_ko__WNT_ko	CHK1_2_ko	WNT_ko	KO	KO	CHK1_2	WNT
DOUBLE	-0.62616183	3.7801779	-0.56171934	-1.3232727	-0.0086	4.552115	CHK1_2_ko__WNT_oe	CHK1_2_ko	WNT_oe	KO	OE	CHK1_2	WNT
DOUBLE	0.2616311	-1.3216639	-0.3363498	-0.69273776	-0.0018	-0.0703014	CHK1_2_ko__YWHAZ_ko	CHK1_2_ko	YWHAZ_ko	KO	KO	CHK1_2	YWHAZ
DOUBLE	-0.23634494	1.0312647	0.2021029	0.365688599999999	0.0014	0.3545745	CHK1_2_ko__YWHAZ_oe	CHK1_2_ko	YWHAZ_oe	KO	OE	CHK1_2	YWHAZ
DOUBLE	-0.04157514	0.00182387999999989	0.1771409	0.263093159999999	-0.000800000000000002	-0.15504614	CHK1_2_ko__ZBTB17_ko	CHK1_2_ko	ZBTB17_ko	KO	KO	CHK1_2	ZBTB17
DOUBLE	-0.388709860000001	-0.00190955999999964	0.0859547000000003	0.0276825399999998	0.0332	0.0685761000000003	CHK1_2_ko__ZBTB17_oe	CHK1_2_ko	ZBTB17_oe	KO	OE	CHK1_2	ZBTB17
SINGLE	0.37303176	-1.32080204	-0.85907765	-1.57372789	-0.0012	-0.11849205	CHK1_2_oe	CHK1_2_oe	NA	OE	NA	CHK1_2	NA
DOUBLE	0.35731575	-1.4317776	-0.82975381	-1.60951531	0.0052	-0.15404614	CHK1_2_oe__COX4I2_ko	CHK1_2_oe	COX4I2_ko	OE	KO	CHK1_2	COX4I2
DOUBLE	0.32730967	-1.2799209	-0.85334531	-1.64582307	-0.000579000000000003	-0.00701499999999988	CHK1_2_oe__COX4I2_oe	CHK1_2_oe	COX4I2_oe	OE	OE	CHK1_2	COX4I2
DOUBLE	-1.10063937	-0.44834243	-0.80535716	-1.4842225	0.0032	-0.08507	CHK1_2_oe__CyclinB_ko	CHK1_2_oe	CyclinB_ko	OE	KO	CHK1_2	CyclinB
DOUBLE	2.6103303	-2.5945411	-0.846866	-1.4590152	0.0022	-0.9786	CHK1_2_oe__CyclinB_oe	CHK1_2_oe	CyclinB_oe	OE	OE	CHK1_2	CyclinB
DOUBLE	-0.70578978	-1.33350128	-0.81235125	-1.60850508	0.027	-0.0903354999999999	CHK1_2_oe__CyclinD_ko	CHK1_2_oe	CyclinD_ko	OE	KO	CHK1_2	CyclinD
DOUBLE	2.9084717	-2.3304646	-0.6929667	-1.2499536	-0.041	-0.98121	CHK1_2_oe__CyclinD_oe	CHK1_2_oe	CyclinD_oe	OE	OE	CHK1_2	CyclinD
DOUBLE	0.29080537	-1.18075477	-0.83324229	-1.50006743	0.0038	-0.0235038	CHK1_2_oe__CytoC_ko	CHK1_2_oe	CytoC_ko	OE	KO	CHK1_2	CytoC
DOUBLE	0.37897426	-1.35028834	-0.86944198	-1.57909998	0.0028	-0.0926170999999999	CHK1_2_oe__CytoC_oe	CHK1_2_oe	CytoC_oe	OE	OE	CHK1_2	CytoC
DOUBLE	0.94378534	-2.34966915	-1.06318441	-2.34148025	0.0024	-0.4828666	CHK1_2_oe__DAXX_ko	CHK1_2_oe	DAXX_ko	OE	KO	CHK1_2	DAXX
DOUBLE	-0.71271227	0.0935176699999998	-0.24156846	0.321727539999999	-0.000200000000000006	-0.0333879999999999	CHK1_2_oe__DAXX_oe	CHK1_2_oe	DAXX_oe	OE	OE	CHK1_2	DAXX
DOUBLE	0.04749727	-0.15412433	-0.6912151	-0.990717430000001	-0.041	0.5337145	CHK1_2_oe__DNA_Damage_ko	CHK1_2_oe	DNA_Damage_ko	OE	KO	CHK1_2	DNA_Damage
DOUBLE	-0.41231025	-2.53803381	-1.31391829	-2.71353461	0.256	0.4376564	CHK1_2_oe__DNA_Damage_oe	CHK1_2_oe	DNA_Damage_oe	OE	OE	CHK1_2	DNA_Damage
DOUBLE	0.3458758	-1.4172553	-0.89622995	-1.54805985	0.0014	-0.1687401	CHK1_2_oe__Dsh_ko	CHK1_2_oe	Dsh_ko	OE	KO	CHK1_2	Dsh
DOUBLE	0.31136537	-1.33853237	-0.79440246	-1.49642719	0.002128	-0.14549914	CHK1_2_oe__Dsh_oe	CHK1_2_oe	Dsh_oe	OE	OE	CHK1_2	Dsh
DOUBLE	0.39298025	-1.31299745	-0.8499527	-1.50271325	-0.001	-0.015694	CHK1_2_oe__E_cadherin_ko	CHK1_2_oe	E_cadherin_ko	OE	KO	CHK1_2	E_cadherin
DOUBLE	-0.3046269	-1.2137322	-2.0098	-4.0166	0.0048	-0.085406	CHK1_2_oe__E_cadherin_oe	CHK1_2_oe	E_cadherin_oe	OE	OE	CHK1_2	E_cadherin
DOUBLE	-1.93729084	1.03705993	-0.0404171999999998	-0.156546500000001	0.0234	0.0606291000000001	CHK1_2_oe__E2F1_ko	CHK1_2_oe	E2F1_ko	OE	KO	CHK1_2	E2F1
DOUBLE	2.4238039	-3.0244833724	-1.0774	-1.8608606	-0.0126	-0.934072	CHK1_2_oe__E2F1_oe	CHK1_2_oe	E2F1_oe	OE	OE	CHK1_2	E2F1
DOUBLE	0.451158299999999	-1.37903569	-0.87137514	-1.62099984	-0.0032	-0.0509340499999998	CHK1_2_oe__eEF2_ko	CHK1_2_oe	eEF2_ko	OE	KO	CHK1_2	eEF2
DOUBLE	0.370022469999999	-1.44311558	-0.91032598	-1.62185618	0.0062	-0.14509914	CHK1_2_oe__eEF2_oe	CHK1_2_oe	eEF2_oe	OE	OE	CHK1_2	eEF2
DOUBLE	0.30640704	-1.2603578	-0.82991776	-1.5037078	0.0054	-0.0834699999999999	CHK1_2_oe__eEF2K_ko	CHK1_2_oe	eEF2K_ko	OE	KO	CHK1_2	eEF2K
DOUBLE	0.358883459999999	-1.27066257	-0.8579838	-1.56748074	0.002	-0.0590290599999999	CHK1_2_oe__eEF2K_oe	CHK1_2_oe	eEF2K_oe	OE	OE	CHK1_2	eEF2K
DOUBLE	-0.3020436	-1.02425474	-1.9574166	-3.89544854	0.00659999999999999	0.3432803	CHK1_2_oe__EGFR_ko	CHK1_2_oe	EGFR_ko	OE	KO	CHK1_2	EGFR
DOUBLE	0.357488539999999	-1.25800322	-0.8653994	-1.54459982	0.0028	-0.0128768999999999	CHK1_2_oe__EGFR_oe	CHK1_2_oe	EGFR_oe	OE	OE	CHK1_2	EGFR
DOUBLE	-0.1006024	-1.4173134	-2.0098	-4.0166	0.0026	-0.1005641	CHK1_2_oe__EMT_ko	CHK1_2_oe	EMT_ko	OE	KO	CHK1_2	EMT
DOUBLE	0.46630125	-1.28974393	-0.59107985	-1.10522788	0.000999999999999994	-0.11945805	CHK1_2_oe__EMT_oe	CHK1_2_oe	EMT_oe	OE	OE	CHK1_2	EMT
DOUBLE	0.33995874	-1.32510947	-0.8744516	-1.6147609	0.000199999999999999	-0.1087111	CHK1_2_oe__EP300_ko	CHK1_2_oe	EP300_ko	OE	KO	CHK1_2	EP300
DOUBLE	0.318917699999999	-1.35813038	-0.78093255	-1.51619135	0.0132	-0.1089111	CHK1_2_oe__EP300_oe	CHK1_2_oe	EP300_oe	OE	OE	CHK1_2	EP300
DOUBLE	0.3921491	-1.51079609	-0.92989504	-1.64285134	0.0052	-0.21932315	CHK1_2_oe__ERG_ko	CHK1_2_oe	ERG_ko	OE	KO	CHK1_2	ERG
DOUBLE	0.323850569999999	-0.97532939	-0.84244029	-1.67258379	0.0026	0.3454803	CHK1_2_oe__ERG_oe	CHK1_2_oe	ERG_oe	OE	OE	CHK1_2	ERG
DOUBLE	-0.41046598	-0.597271109999999	-1.26953026	-2.55011161	-0.0238	1.5665053	CHK1_2_oe__ERK_ko	CHK1_2_oe	ERK_ko	OE	KO	CHK1_2	ERK
DOUBLE	0.32728076	-1.25930978	-0.8109568	-1.52638434	0.0058	-0.0313879999999999	CHK1_2_oe__ERK_oe	CHK1_2_oe	ERK_oe	OE	OE	CHK1_2	ERK
DOUBLE	0.36594923	-1.41283627	-0.87067839	-1.60932823	0.0014	-0.1973812	CHK1_2_oe__ETS1_ko	CHK1_2_oe	ETS1_ko	OE	KO	CHK1_2	ETS1
DOUBLE	0.378294759999999	-1.32024582	-0.76026986	-1.46005206	-0.000600000000000003	-0.12720506	CHK1_2_oe__ETS1_oe	CHK1_2_oe	ETS1_oe	OE	OE	CHK1_2	ETS1
DOUBLE	0.30547353	-1.24455053	-0.89709977	-1.5519207	0.006663	-0.084028	CHK1_2_oe__ETV1_ko	CHK1_2_oe	ETV1_ko	OE	KO	CHK1_2	ETV1
DOUBLE	0.34565996	-1.27692775	-0.79424478	-1.47027168	0.00779999999999999	0.0002000000000002	CHK1_2_oe__ETV1_oe	CHK1_2_oe	ETV1_oe	OE	OE	CHK1_2	ETV1
DOUBLE	0.39187713	-1.44743693	-0.84505493	-1.63313483	0.0054	-0.1365521	CHK1_2_oe__EZH2_ko	CHK1_2_oe	EZH2_ko	OE	KO	CHK1_2	EZH2
DOUBLE	-0.0186149600000003	-0.2278845	-0.75264316	-1.1923515	0.0058	0.0810701	CHK1_2_oe__EZH2_oe	CHK1_2_oe	EZH2_oe	OE	OE	CHK1_2	EZH2
DOUBLE	0.17479146	-2.00816337	-0.9317618	-1.66197747	0.0116	-1.0048	CHK1_2_oe__FADD_ko	CHK1_2_oe	FADD_ko	OE	KO	CHK1_2	FADD
DOUBLE	0.6061833	-0.70046517	-0.8600429	-1.5855136	-0.0016	0.7902328	CHK1_2_oe__FADD_oe	CHK1_2_oe	FADD_oe	OE	OE	CHK1_2	FADD
DOUBLE	0.444222539999999	-1.58326759	-0.823281	-1.47826989	0.0026	-0.3098923	CHK1_2_oe__FGFR3_ko	CHK1_2_oe	FGFR3_ko	OE	KO	CHK1_2	FGFR3
DOUBLE	0.3083382	-1.06563396	-0.93435956	-1.74448863	-0.0028	0.265947	CHK1_2_oe__FGFR3_oe	CHK1_2_oe	FGFR3_oe	OE	OE	CHK1_2	FGFR3
DOUBLE	0.292464529999999	-1.31772775	-0.86623293	-1.55370492	0.00319999999999999	-0.1301098	CHK1_2_oe__FOS_ko	CHK1_2_oe	FOS_ko	OE	KO	CHK1_2	FOS
DOUBLE	0.42975033	-1.27207912	-0.8828498	-1.55039767	0.0016	-0.0520820499999999	CHK1_2_oe__FOS_oe	CHK1_2_oe	FOS_oe	OE	OE	CHK1_2	FOS
DOUBLE	0.238444869999999	-1.48606646	-0.91932246	-1.64174766	0.003	-0.1959812	CHK1_2_oe__FOXA1_ko	CHK1_2_oe	FOXA1_ko	OE	KO	CHK1_2	FOXA1
DOUBLE	-0.0448865000000005	-1.1642875	-2.0098	-4.0166	0.0018	0.0858701000000002	CHK1_2_oe__FOXA1_oe	CHK1_2_oe	FOXA1_oe	OE	OE	CHK1_2	FOXA1
DOUBLE	0.20134298	-1.46183292	-0.86612212	-1.55712858	0.0114	-0.15344614	CHK1_2_oe__FOXO_ko	CHK1_2_oe	FOXO_ko	OE	KO	CHK1_2	FOXO
DOUBLE	-0.3012869	-1.33983114	-2.0098	-4.0166	0.032037	-0.15404614	CHK1_2_oe__FOXO_oe	CHK1_2_oe	FOXO_oe	OE	OE	CHK1_2	FOXO
DOUBLE	0.39268086	-1.34827268	-0.84608487	-1.61953171	0.0076	-0.0203926999999999	CHK1_2_oe__FRS2_ko	CHK1_2_oe	FRS2_ko	OE	KO	CHK1_2	FRS2
DOUBLE	0.3645558	-1.38822231	-0.82183105	-1.53595295	0.0062	-0.12880506	CHK1_2_oe__FRS2_oe	CHK1_2_oe	FRS2_oe	OE	OE	CHK1_2	FRS2
DOUBLE	0.2509634	-1.40993016	-2.0098	-1.7140194	0	0.0480741	CHK1_2_oe__fused_event_ko	CHK1_2_oe	fused_event_ko	OE	KO	CHK1_2	fused_event
DOUBLE	0.364120722	-0.955014938	0.3048494	-1.351259678	0.0068	-0.02633396	CHK1_2_oe__fused_event_oe	CHK1_2_oe	fused_event_oe	OE	OE	CHK1_2	fused_event
DOUBLE	0.414078399999999	-1.30120577	-0.8103406	-1.55161567	0.00319999999999999	-0.0187161999999998	CHK1_2_oe__GADD45_ko	CHK1_2_oe	GADD45_ko	OE	KO	CHK1_2	GADD45
DOUBLE	0.410082399999999	-1.31759891	-0.83927126	-1.56851926	0.0034	-0.11865805	CHK1_2_oe__GADD45_oe	CHK1_2_oe	GADD45_oe	OE	OE	CHK1_2	GADD45
DOUBLE	0.4805524	-2.225809842	-0.79628296	-1.32927276	0.0114	-0.986305982	CHK1_2_oe__GLI_ko	CHK1_2_oe	GLI_ko	OE	KO	CHK1_2	GLI
DOUBLE	-1.69253873	8.35679225	-1.56039101	-3.08585785	-0.014	10.11183	CHK1_2_oe__GLI_oe	CHK1_2_oe	GLI_oe	OE	OE	CHK1_2	GLI
DOUBLE	0.37235102	-1.21128812	-0.88589215	-1.54296158	0.0072	-0.00954699999999986	CHK1_2_oe__GLUT1_ko	CHK1_2_oe	GLUT1_ko	OE	KO	CHK1_2	GLUT1
DOUBLE	0.35614675	-1.34784851	-0.8219801	-1.52971885	0.008	-0.1369521	CHK1_2_oe__GLUT1_oe	CHK1_2_oe	GLUT1_oe	OE	OE	CHK1_2	GLUT1
DOUBLE	0.275378529999999	-1.09419303	-0.8466502	-1.58812083	-0.0026	0.1282052	CHK1_2_oe__GSH_ko	CHK1_2_oe	GSH_ko	OE	KO	CHK1_2	GSH
DOUBLE	0.41248654	-1.27718542	-0.86290676	-1.64697232	0.0012	0.0359880000000001	CHK1_2_oe__GSH_oe	CHK1_2_oe	GSH_oe	OE	OE	CHK1_2	GSH
DOUBLE	0.4118403	-1.15012354	-0.72450844	-1.35336678	0.0036	-0.0771229999999998	CHK1_2_oe__GSK3_ko	CHK1_2_oe	GSK3_ko	OE	KO	CHK1_2	GSK3
DOUBLE	0.673061715999999	-3.760571599	-1.908969448	-3.703912329	0.0322	-0.38795	CHK1_2_oe__GSK3_oe	CHK1_2_oe	GSK3_oe	OE	OE	CHK1_2	GSK3
DOUBLE	1.8719554	-1.59014585	-0.8718345	-1.53874621	-0.004	-0.0764151699999999	CHK1_2_oe__HIF1_ko	CHK1_2_oe	HIF1_ko	OE	KO	CHK1_2	HIF1
DOUBLE	-4.014	1.1048751	-0.0900032999999998	-0.2130216	0.029514	-0.0713337999999999	CHK1_2_oe__HIF1_oe	CHK1_2_oe	HIF1_oe	OE	OE	CHK1_2	HIF1
DOUBLE	-0.58239667	-0.71541661	-1.14815121	-2.06794101	-0.0028	0.8049249	CHK1_2_oe__HSPs_ko	CHK1_2_oe	HSPs_ko	OE	KO	CHK1_2	HSPs
DOUBLE	-0.4106983	1.53721234	1.0768028	2.0038535	-0.0044	-0.0944170999999998	CHK1_2_oe__HSPs_oe	CHK1_2_oe	HSPs_oe	OE	OE	CHK1_2	HSPs
DOUBLE	0.3792673	-1.30855785	-0.89425665	-1.64602375	0.0018	-0.0254089599999999	CHK1_2_oe__IDH1_ko	CHK1_2_oe	IDH1_ko	OE	KO	CHK1_2	IDH1
DOUBLE	0.265265599999999	-1.25985681	-0.82375085	-1.51608015	0.0114	-0.0339879999999999	CHK1_2_oe__IDH1_oe	CHK1_2_oe	IDH1_oe	OE	OE	CHK1_2	IDH1
DOUBLE	0.2667088	-1.2701965	-0.8062472	-1.5444981	0.00624	0.0260611000000002	CHK1_2_oe__IKK_ko	CHK1_2_oe	IKK_ko	OE	KO	CHK1_2	IKK
DOUBLE	0.34327023	-1.11943477	-0.80386807	-1.45862357	0.0042	0.0612291	CHK1_2_oe__IKK_oe	CHK1_2_oe	IKK_oe	OE	OE	CHK1_2	IKK
DOUBLE	0.33683496	-1.1525076	-0.8164657	-1.4853453	0.0046	0.0256411000000001	CHK1_2_oe__JNK_ko	CHK1_2_oe	JNK_ko	OE	KO	CHK1_2	JNK
DOUBLE	-0.15042966	-1.01239804	-0.98012212	-1.9110924	-0.0282	1.3164585	CHK1_2_oe__JNK_oe	CHK1_2_oe	JNK_oe	OE	OE	CHK1_2	JNK
DOUBLE	0.3732846	-1.20186586	-0.89005836	-1.59523579	-0.000600000000000003	0.0449351000000002	CHK1_2_oe__JUN_ko	CHK1_2_oe	JUN_ko	OE	KO	CHK1_2	JUN
DOUBLE	0.313223229999999	-1.30236852	-0.85687412	-1.56616992	0.01	-0.0630392999999999	CHK1_2_oe__JUN_oe	CHK1_2_oe	JUN_oe	OE	OE	CHK1_2	JUN
DOUBLE	0.40186385	-1.24093324	-0.88986975	-1.62821454	-0.0022	0.0530820000000001	CHK1_2_oe__Lactic_acid_ko	CHK1_2_oe	Lactic_acid_ko	OE	KO	CHK1_2	Lactic_acid
DOUBLE	0.4813287	-1.37784277	-0.8080904	-1.51201693	0.001	-0.15224614	CHK1_2_oe__Lactic_acid_oe	CHK1_2_oe	Lactic_acid_oe	OE	OE	CHK1_2	Lactic_acid
DOUBLE	0.36466743	-1.28185604	-0.83388241	-1.59853921	0.00319999999999999	-0.0375793999999998	CHK1_2_oe__LDHA_ko	CHK1_2_oe	LDHA_ko	OE	KO	CHK1_2	LDHA
DOUBLE	0.33308193	-1.29288003	-0.8457964	-1.5990421	0.004	-0.0757229999999999	CHK1_2_oe__LDHA_oe	CHK1_2_oe	LDHA_oe	OE	OE	CHK1_2	LDHA
DOUBLE	0.41683249	-1.35446357	-0.86275657	-1.55955125	0.0018	-0.12800506	CHK1_2_oe__MAP3K1_3_ko	CHK1_2_oe	MAP3K1_3_ko	OE	KO	CHK1_2	MAP3K1_3
DOUBLE	0.2574992	-2.0471242	-0.8963637	-1.5988117	0.0074	-1.005	CHK1_2_oe__MAP3K1_3_oe	CHK1_2_oe	MAP3K1_3_oe	OE	OE	CHK1_2	MAP3K1_3
DOUBLE	1.1205087	-2.74941464	-1.21539137	-2.6372873	0.0018	-0.60794784	CHK1_2_oe__MDM2_ko	CHK1_2_oe	MDM2_ko	OE	KO	CHK1_2	MDM2
DOUBLE	-1.32766896	1.00411218	-0.34211105	1.04608885	0.0054	0.6581198	CHK1_2_oe__MDM2_oe	CHK1_2_oe	MDM2_oe	OE	OE	CHK1_2	MDM2
DOUBLE	-0.0139461700000005	-1.09636507	-0.86389507	-1.55757137	0.0148	0.1184581	CHK1_2_oe__MED12_ko	CHK1_2_oe	MED12_ko	OE	KO	CHK1_2	MED12
DOUBLE	0.46596483	-1.7143912	-0.79149383	-1.45761914	0.001866	-0.462893	CHK1_2_oe__MED12_oe	CHK1_2_oe	MED12_oe	OE	OE	CHK1_2	MED12
DOUBLE	0.42002951	-1.45322565	-0.85935405	-1.54966999	0.000399999999999998	-0.2023282	CHK1_2_oe__MEK1_2_ko	CHK1_2_oe	MEK1_2_ko	OE	KO	CHK1_2	MEK1_2
DOUBLE	0.295524599999999	-1.33993913	-0.8802448	-1.60073996	0.000599999999999996	-0.1003641	CHK1_2_oe__MEK1_2_oe	CHK1_2_oe	MEK1_2_oe	OE	OE	CHK1_2	MEK1_2
DOUBLE	-0.46764355	-1.09969415	-0.83883677	-1.53953865	0.0076	0.0343880000000003	CHK1_2_oe__mTORC1_ko	CHK1_2_oe	mTORC1_ko	OE	KO	CHK1_2	mTORC1
DOUBLE	0.6855413	-1.45545799	-0.9250779	-1.59366146	-0.005669	-0.1001641	CHK1_2_oe__mTORC1_oe	CHK1_2_oe	mTORC1_oe	OE	OE	CHK1_2	mTORC1
DOUBLE	0.4309383	-1.30613791	-0.8499941	-1.59322815	0.0058	-0.0230379599999999	CHK1_2_oe__mTORC2_ko	CHK1_2_oe	mTORC2_ko	OE	KO	CHK1_2	mTORC2
DOUBLE	0.3901659	-1.16927485	-0.819082	-1.6097144	0.0032	0.1296052	CHK1_2_oe__mTORC2_oe	CHK1_2_oe	mTORC2_oe	OE	OE	CHK1_2	mTORC2
DOUBLE	1.2435896	-1.77953775	-0.99802788	-1.77836262	0.0032	-0.0936170999999999	CHK1_2_oe__MXI1_ko	CHK1_2_oe	MXI1_ko	OE	KO	CHK1_2	MXI1
DOUBLE	-4.014	1.1299936	-0.1076611	-0.3067417	0.0262	-0.016894	CHK1_2_oe__MXI1_oe	CHK1_2_oe	MXI1_oe	OE	OE	CHK1_2	MXI1
DOUBLE	-0.68773699	-1.15783369	-0.77164858	-1.56867119	0.0214	-0.0347879999999999	CHK1_2_oe__MYC_ko	CHK1_2_oe	MYC_ko	OE	KO	CHK1_2	MYC
DOUBLE	-0.74108813	-1.28665748	-0.87259418	-1.62446948	0.0344	-0.00914699999999991	CHK1_2_oe__MYC_MAX_ko	CHK1_2_oe	MYC_MAX_ko	OE	KO	CHK1_2	MYC_MAX
DOUBLE	2.6429243	-2.2677489753	-0.7873913156	-1.2245815153	-0.0194	-0.92057094	CHK1_2_oe__MYC_MAX_oe	CHK1_2_oe	MYC_MAX_oe	OE	OE	CHK1_2	MYC_MAX
DOUBLE	0.68786594	-1.53216084	-0.90334875	-1.63951624	0.000599999999999996	-0.12700506	CHK1_2_oe__MYC_oe	CHK1_2_oe	MYC_oe	OE	OE	CHK1_2	MYC
DOUBLE	0.41111951	-1.28000414	-0.79882276	-1.53298664	0.0062	-0.0150118999999999	CHK1_2_oe__NCOA3_ko	CHK1_2_oe	NCOA3_ko	OE	KO	CHK1_2	NCOA3
DOUBLE	0.57519184	-1.24320565	-0.83469405	-1.53711141	-0.019	-0.0833692399999999	CHK1_2_oe__NCOA3_oe	CHK1_2_oe	NCOA3_oe	OE	OE	CHK1_2	NCOA3
DOUBLE	0.5928783	-1.55648336	-0.8326359	-1.5793461	0.000199999999999999	-0.38661536	CHK1_2_oe__NCOR1_ko	CHK1_2_oe	NCOR1_ko	OE	KO	CHK1_2	NCOR1
DOUBLE	-1.01878651	-0.82800901	-1.34804906	-1.28265476	0.0036	0.2212493	CHK1_2_oe__NCOR1_oe	CHK1_2_oe	NCOR1_oe	OE	OE	CHK1_2	NCOR1
DOUBLE	0.5664324	-1.43200175	-0.8014688	-1.5269595	0.005	-0.2397162	CHK1_2_oe__NCOR2_ko	CHK1_2_oe	NCOR2_ko	OE	KO	CHK1_2	NCOR2
DOUBLE	-0.87196401	-0.84907558	-1.35331784	-1.35528508	0.0132	0.4119074	CHK1_2_oe__NCOR2_oe	CHK1_2_oe	NCOR2_oe	OE	OE	CHK1_2	NCOR2
DOUBLE	0.2002856	-1.57402136	-0.96750581	-1.91177546	0.004	-0.0916170999999999	CHK1_2_oe__NF_kB_ko	CHK1_2_oe	NF_kB_ko	OE	KO	CHK1_2	NF_kB
DOUBLE	0.2767285	-0.658203	-0.4710814	-0.909823100000001	-0.0212	-0.0858429999999999	CHK1_2_oe__NF_kB_oe	CHK1_2_oe	NF_kB_oe	OE	OE	CHK1_2	NF_kB
DOUBLE	0.426277049999999	-1.1849466	-0.7624395	-1.4232464	0.0046	0.0351880000000002	CHK1_2_oe__NF1_ko	CHK1_2_oe	NF1_ko	OE	KO	CHK1_2	NF1
DOUBLE	0.40213459	-1.38788793	-0.82735353	-1.54319503	0.000599999999999996	-0.1772871	CHK1_2_oe__NF1_oe	CHK1_2_oe	NF1_oe	OE	OE	CHK1_2	NF1
DOUBLE	0.3731646	-1.55812144	-0.86740364	-1.65261184	0.0094	-0.2027282	CHK1_2_oe__NKX3_1_ko	CHK1_2_oe	NKX3_1_ko	OE	KO	CHK1_2	NKX3_1
DOUBLE	0.451509499999999	-1.2684635	-0.8770642	-1.5729941	0.004	-0.014894	CHK1_2_oe__NKX3_1_oe	CHK1_2_oe	NKX3_1_oe	OE	OE	CHK1_2	NKX3_1
DOUBLE	0.3260383	-1.22289649	-0.8211446	-1.46552283	0.0054	-0.0236409599999999	CHK1_2_oe__p14ARF_ko	CHK1_2_oe	p14ARF_ko	OE	KO	CHK1_2	p14ARF
DOUBLE	1.00269	-2.49327314	-1.09195226	-2.34382506	0.00199999999999999	-0.64697264	CHK1_2_oe__p14ARF_oe	CHK1_2_oe	p14ARF_oe	OE	OE	CHK1_2	p14ARF
DOUBLE	0.434430499999999	-1.31229416	-0.8685292	-1.5700994	0.000599999999999996	-0.1019641	CHK1_2_oe__p15_ko	CHK1_2_oe	p15_ko	OE	KO	CHK1_2	p15
DOUBLE	-0.8039906	-1.2598757	-0.78755162	-1.6360291	0.0338	0.0105591	CHK1_2_oe__p15_oe	CHK1_2_oe	p15_oe	OE	OE	CHK1_2	p15
DOUBLE	0.387365839999999	-1.25812762	-0.79396546	-1.48866606	0.0072	-0.0463640999999999	CHK1_2_oe__p21_ko	CHK1_2_oe	p21_ko	OE	KO	CHK1_2	p21
DOUBLE	-4.014	0.422915	-0.8444972	-1.7014416	0.0252	0.0514820000000002	CHK1_2_oe__p21_oe	CHK1_2_oe	p21_oe	OE	OE	CHK1_2	p21
DOUBLE	0.36591434	-1.36515644	-0.78607431	-1.49105011	0.005362	-0.1021641	CHK1_2_oe__p38_ko	CHK1_2_oe	p38_ko	OE	KO	CHK1_2	p38
DOUBLE	0.7809535	-1.242887	-0.8209136	-1.5110057	-0.0174	0.0180940000000001	CHK1_2_oe__p38_oe	CHK1_2_oe	p38_oe	OE	OE	CHK1_2	p38
DOUBLE	-0.426035176	1.88015	0.9660837	1.8678356	-0.0048	0.2995453	CHK1_2_oe__p53_ko	CHK1_2_oe	p53_ko	OE	KO	CHK1_2	p53
DOUBLE	0.625105784	-3.351249993	-2.0098	-3.928807193	0.0074	-0.0686855	CHK1_2_oe__p53_oe	CHK1_2_oe	p53_oe	OE	OE	CHK1_2	p53
DOUBLE	0.3248611	-1.37575825	-0.85592795	-1.55426585	0.0052	-0.116599	CHK1_2_oe__p70S6kab_ko	CHK1_2_oe	p70S6kab_ko	OE	KO	CHK1_2	p70S6kab
DOUBLE	0.336257689999999	-1.15599356	-0.81380946	-1.55722441	0.0014	0.1208581	CHK1_2_oe__p70S6kab_oe	CHK1_2_oe	p70S6kab_oe	OE	OE	CHK1_2	p70S6kab
